Name	Country	Gender	Date of Birth	Time in Space (days)	Time in Space (s)	EVA Time (s)	Number of Launches	Number of EVAs	First Launch	Time dilation (s)	Age at first launch (yr)	Qualifications	Missions	Longest single trip (days)	Total distance covered (km)	EVA (hh:mm)	Type	Filename	In space as of	Twitter
KORNIYENKO, Mikhail Borisovich	RUS	Male	1960-04-15	515.42	44532183	43980	2	2	2010-04-02T04:04Z	0.016054	49		Soyuz TMA-18;Soyuz TMA-16M	339.36	358484073	12:13	cosmonaut	KORNIYENKO_MB.md		
KORSAKOV, Sergei Vladimirovich	RUS	Male	1984-09-01	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	KORSAKOV_SV.md		
KORZUN, Valeri Grigoriyevich	URS	Male	1953-03-05	381.65	32974911	80520	2	4	1996-08-17T13:18:03Z	0.011888	43		Soyuz TM-24;STS-111;STS-113	196.73	265448033	22:22	cosmonaut	KORZUN_VG.md		
KOSTENKO, Sergei Valerievich	RUS	Male	1963-04-20	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	KOSTENKO_SV.md		
KOTOV, Oleg Valeriyevich	RUS	Male	1965-10-27	526.21	45464761	132660	3	6	2007-04-07T17:31:09Z	0.016391	41		Soyuz TMA-10;Soyuz TMA-17;Soyuz TMA-10M	196.71	365991326	36:51	cosmonaut	KOTOV_OV.md		
KOVALYONOK, Vladimir Vasiliyevich	URS	Male	1942-03-03	216.38	18695383	8400	3	1	1977-10-09T02:40:35Z	0.006740	35		Soyuz 25;Soyuz 29;Soyuz 31;Soyuz T-4	139.62	150497833	02:20	cosmonaut	KOVALYONOK_VV.md		
KOZELSKY, Vladimir Sergeyevich	URS	Male	1942-01-12	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	KOZELSKY_VS.md		
KOZEYEV, Konstantin Mirovich	RUS	Male	1967-12-01	9.83	849625	0	1	0	2001-10-21T08:59:35Z	0.000306	33		Soyuz TM-33;Soyuz TM-32	9.83	6839481	00:00	cosmonaut	KOZEYEV_KM.md		
KOZLOV, Vladimir Ivanovich	URS	Male	1945-10-20	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	KOZLOV_VI.md		
KO, San	KOR	Male	1976-10-19	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	KO_S.md		
KRAMARENKO, Aleksandr Yakovlevich	URS	Male	1942-11-08	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	KRAMARENKO_AY.md		
KREGEL, Kevin R.	USA	Male	1956-09-16	52.77	4559136	0	4	0	1995-07-13T13:41:55Z	0.001644	38	BSc in astronautical engineering	STS-70;STS-78;STS-87;STS-99	16.91	36701044	00:00	astronaut	KREGEL_KR.md		
KRICHEVSKY, Sergei Vladimirovich	URS	Male	1955-07-09	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	KRICHEVSKY_SV.md		
KRIKALYOV, Sergei Konstantinovich	URS	Male	1958-08-27	803.40	69414064	149220	6	8	1988-11-26T15:49:34Z	0.025025	30		Soyuz TM-7;Soyuz TM-12;Soyuz TM-13;STS-60;STS-88;Soyuz TM-31;STS-102;Soyuz TMA-6	311.83	558783215	41:27	cosmonaut	KRIKALYOV_SK.md		
KRIKUN, Yuri Yuriyevich	URS	Male	1963-06-03	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	KRIKUN_YY.md		
KUBASOV, Valeri Nikolayevich	URS	Male	1935-01-07	18.75	1619913	0	3	0	1969-10-11T11:10Z	0.000584	34		Soyuz 6;Soyuz 19;Soyuz 36;Soyuz 35	7.87	13040299	00:00	cosmonaut	KUBASOV_VN.md		
KUD-SVERCHKOV, Sergei Vladimirovich	RUS	Male	1983-08-23	184.96	15980456	24480	1	1	2020-10-14T05:54:04Z	0.005761	37		Soyuz MS-17	184.96	128642670	06:48	cosmonaut	KUD-SVERCHKOV_SV.md		
KUGNO, Eduard Pavlovich	URS	Male	1935-06-27	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	KUGNO_EP.md		
KUIPERS, Andr&eacute;	NLD	Male	1958-10-05	203.66	17596276	0	2	0	2004-04-19T03:19Z	0.006344	45		Soyuz TMA-4;Soyuz TMA-3;Soyuz TMA-03M	192.79	141650021	00:00	international	KUIPERS_A.md		astro_andre
KUKLIN, Anatoli Petrovich	URS	Male	1932-01-03	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	KUKLIN_AP.md		
KULESHOVA, Natalya Dmitriyevna	URS	Male	1956-03-14	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	KULESHOVA_ND.md		
KUZHELNAYA, Nadezhda Vasiliyevna	RUS	Male	1962-11-06	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	KUZHELNAYA_NV.md		
KUZNETSOVA, Tatiyana Dmitriyevna	URS	Male	1941-07-14	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	KUZNETSOVA_TD.md		
LALIBERTÉ, Guy	CAN	Male	1959-09-02	10.89	940695	0	1	0	2009-09-30T07:14:45Z	0.000339	50		Soyuz TMA-16;Soyuz TMA-14	10.89	7572594	00:00	commercial tourist	LALIBERTE_G.md		
LATYSHEVA, Irina Dmitriyevna	URS	Male	1953-07-09	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	LATYSHEVA_ID.md		
LAVEYKIN, Aleksandr Ivanovich	URS	Male	1951-04-21	174.14	15045957	31680	1	3	1987-02-05T21:38:16Z	0.005424	35		Soyuz TM-2	174.14	121119953	08:48	cosmonaut	LAVEYKIN_AI.md		
LAWRENCE, Wendy B.	USA	Female	1959-07-02	51.16	4420608	0	4	0	1995-03-02T06:38:13Z	0.001594	35	BSc in ocean engineering;MSc in ocean engineering	STS-67;STS-86;STS-91;STS-114	16.63	35585894	00:00	astronaut	LAWRENCE_WB.md		
LAZAREV, Vasili Grigoriyevich	URS	Male	1928-02-23	1.97	170133	0	1	0	1973-09-27T12:18:16Z	0.000061	45		Soyuz 12	1.97	1369570	00:00	cosmonaut	LAZAREV_VG.md		
LAZUTKIN, Aleksandr Ivanovich	RUS	Male	1957-10-30	184.92	15977261	0	1	0	1997-02-10T14:09:30Z	0.005760	39		Soyuz TM-25	184.92	128616951	00:00	cosmonaut	LAZUTKIN_AI.md		
LEBEDEV, Valentin Vitaliyevich	URS	Male	1942-04-14	219.25	18943208	9180	2	1	1973-12-18T11:55Z	0.006829	31		Soyuz 13;Soyuz T-5;Soyuz T-7	211.38	152492824	02:33	cosmonaut	LEBEDEV_VV.md		
LEESTMA, David C.	USA	Male	1949-05-06	22.19	1917244	12420	3	1	1984-10-05T11:03Z	0.000691	35	BSc in aeronautical engineering;MSc in aeronautical engineering	STS-41-G;STS-28;STS-45	8.92	15433814	03:27	astronaut	LEESTMA_DC.md		
LEE, Mark C.	USA	Male	1952-08-14	32.91	2843575	93660	4	4	1989-05-04T18:48:59Z	0.001025	36	BSc in civil engineering;MSc in mechanical engineering	STS-30;STS-47;STS-64;STS-82	10.95	22890778	26:01	astronaut	LEE_MC.md		
LENOIR, William B.	USA	Male	1939-03-14	5.09	440067	0	1	0	1982-11-11T12:19Z	0.000159	43	BSc in electrical engineering;MSc in electrical engineering;PhD in electrical engineering	STS-5	5.09	3542539	00:00	astronaut	LENOIR_WB.md		
LEONOV, Aleksei Arkhipovich	URS	Male	1934-05-30	7.02	606738	729	2	1	1965-03-18T07:00Z	0.000219	30		Voskhod 2;Soyuz 19	5.94	4884240	00:12	cosmonaut	LEONOV_AA.md		
LESLIE, Fred W.	USA	Male	1951-12-19	15.91	1374742	0	1	0	1995-10-20T13:53Z	0.000496	43	BSc in engineering science	STS-73	15.91	11066673	00:00	astronaut	LESLIE_FW.md		
LETUNOV, Yuri Aleksandrovich	URS	Male	1926-10-26	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	LETUNOV_YA.md		
LEVCHENKO, Anatoli Semyonovich	URS	Male	1941-05-21	7.92	683893	0	1	0	1987-12-21T11:18:03Z	0.000247	46		Soyuz TM-4;Soyuz TM-3	7.92	5505338	00:00	cosmonaut	LEVCHENKO_AS.md		
LICHTENBERG, Byron K.	USA	Male	1948-02-19	19.21	1659466	0	2	0	1983-11-28T16:00Z	0.000598	35	BSc in aerospace engineering	STS-9;STS-45	10.28	13358701	00:00	astronaut	LICHTENBERG_BK.md		
LINDGREN, Kjell N.	USA	Male	1973-01-23	141.67	12240565	54240	1	2	2015-07-22T21:02:44Z	0.004413	42	BSc in biology;MSc in cardiovascular physiology;Doctor of Medicine	Soyuz TMA-17M	141.67	98536548	15:04	astronaut	LINDGREN_KN.md		astro_kjell
LINDSEY, Steven W.	USA	Male	1960-08-24	61.94	5351826	0	5	0	1997-11-19T19:46Z	0.001929	37	BSc in engineering sciences;MSc in aeronautical engineering	STS-87;STS-95;STS-104;STS-121;STS-133	15.69	43082199	00:00	astronaut	LINDSEY_SW.md		
LIND, Don L.	USA	Male	1930-05-18	7.01	605327	0	1	0	1985-04-29T16:02:18Z	0.000218	54	BSc in physics	STS-51-B	7.01	4872882	00:00	astronaut	LIND_DL.md		
LINENGER, Jerry M.	USA	Male	1955-01-16	143.12	12365440	17940	2	1	1994-09-09T22:22:35Z	0.004458	39	BSc in bioscience;MSc in systems management;PhD in epidemiology;Doctor of Medicine	STS-64;STS-81;STS-84	132.17	99541792	04:59	astronaut	LINENGER_JM.md		
LINNEHAN, Richard M.	USA	Male	1957-09-19	59.50	5140988	152580	4	6	1996-06-20T14:49Z	0.001853	38	Doctor of Veterinary Medicine	STS-78;STS-90;STS-109;STS-123	16.91	41384953	42:23	astronaut	LINNEHAN_RM.md		
LINTERIS, Gregory T.	USA	Male	1957-10-04	19.67	1699136	0	2	0	1997-04-04T19:20:32Z	0.000613	39	BSc in chemical engineering;MSc in mechanical engineering;PhD in mechanical and aerospace engineering	STS-83;STS-94	15.70	13678044	00:00	astronaut	LINTERIS_GT.md		
LISUN, Mikhail Ivanovich	URS	Male	1935-09-05	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	LISUN_MI.md		
LIU, Boming	CHN	Male	1966-10-29	36.11	3119549	0	2	0	2008-09-25T21:10:04Z	0.001125	41		Shenzhou VII;Shenzhou 12	33.59	25112369	00:00	taikonaut	LIU_B.md	2021-07-20T15:27Z	
LIU, Wang	CHN	Male	1969-03-25	12.64	1092216	0	1	0	2012-06-16T10:37:24Z	0.000394	43		Shenzhou IX	12.64	8792338	00:00	taikonaut	LIU_W.md		
LIU, Yang	CHN	Female	1978-10-06	12.64	1092216	0	1	0	2012-06-16T10:37:24Z	0.000394	33		Shenzhou IX	12.64	8792338	00:00	taikonaut	LIU_Y.md		
LI, Qinglong	CHN	Male		0.00	0	0	0	0		0.000000	0			0.00	0	00:00	taikonaut	LI_Q.md		
LLEWELLYN, John A.	USA	Male	1933-04-22	0.00	0	0	0	0		0.000000	0	BSc in chemistry;PhD in chemistry		0.00	0	00:00	astronaut	LLEWELLYN_JA.md		
LOCKHART, Paul S.	USA	Male	1956-04-28	28.64	2474676	0	2	0	2002-06-05T21:22:49Z	0.000892	46	BA in mathematics;MSc in aerospace engineering	STS-111;STS-113	14.78	19921141	00:00	astronaut	LOCKHART_PS.md		
LONCHAKOV, Yuri Valentinovich	RUS	Male	1965-03-04	200.78	17347225	37620	3	2	2001-04-19T18:40:42Z	0.006254	36		STS-100;Soyuz TMA-1;Soyuz TM-34;Soyuz TMA-13	178.01	139645161	10:27	cosmonaut	LONCHAKOV_YV.md		
LONGHURST, Peter Hervey	GBR	Male	1943-03-08	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	LONGHURST_PH.md		
L&Oacute;PEZ-ALEGR&Iacute;A, Michael E.	USA	Male	1958-05-30	258.95	22373269	243600	4	10	1995-10-20T13:53Z	0.008066	37	BSc in systems engineering;MSc in aeronautical engineering	STS-73;STS-92;STS-113;Soyuz TMA-9	215.35	180104815	67:40	astronaut	LOPEZ-ALEGRIA_ME.md		
LóPEZ FALCóN, José Armando	CUB	Male	1950-02-08	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	LOPEZ_FALCON_JA.md		
LORENZONI, Andrea	ITA	Male	1946-08-08	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	LORENZONI_A.md		
LORIA, Christopher J. 'Gus'	USA	Male	1960-07-09	0.00	0	0	0	0		0.000000	0	BSc in general engineering		0.00	0	00:00	astronaut	LORIA_CJ.md		
LOTHALLER, Clemens	AUT	Male	1963-05-08	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	LOTHALLER_C.md		
LOUNGE, John M. 'Mike'	USA	Male	1946-06-28	20.10	1736584	0	3	0	1985-08-27T10:58:01Z	0.000626	39	BSc in physics and mathematics;MSc in astrogeophysics	STS-51-I;STS-26;STS-35	8.96	13979501	00:00	astronaut	LOUNGE_JM.md		
LOUSMA, Jack R.	USA	Male	1936-02-29	67.47	5829229	39720	2	2	1973-07-28T11:10:50Z	0.002102	37	BSc in aeronautical engineering	Skylab 3;STS-3	59.46	46925293	11:02	astronaut	LOUSMA_JR.md		
LOVELL, James A., Jr.	USA	Male	1928-03-25	29.80	2574299	0	4	0	1965-12-04T19:30:03Z	0.001265	37		Gemini 7;Gemini 12;Apollo 8;Apollo 13	13.77	13841120	00:00	astronaut	LOVELL_JAJ.md		
LOVE, Stanley G.	USA	Male	1965-06-08	12.77	1102931	50580	1	2	2008-02-07T19:45Z	0.000398	42	BSc in physics;PhD in astronomy	STS-122	12.77	8878594	14:03	astronaut	LOVE_SG.md		
LOW, G. David	USA	Male	1956-02-19	29.76	2570885	21000	3	1	1990-01-09T12:35Z	0.000927	33	BSc in mechanical engineering;MSc in aeronautics & astronautics	STS-32;STS-43;STS-57	10.88	20695624	05:50	astronaut	LOW_GD.md		
LUCID, Shannon W.	USA	Female	1943-01-14	223.12	19277620	0	5	0	1985-06-17T11:33Z	0.006950	42	BSc in chemistry;MSc in biochemistry;PhD in biochemistry	STS-51-G;STS-34;STS-43;STS-58;STS-76;STS-79	188.17	155184841	00:00	astronaut	LUCID_SW.md		
LUKIYANYUK, Vasili Yuriyevich	URS	Male	1958-09-22	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	LUKIYANYUK_VY.md		
LU, Edward T.	USA	Male	1963-07-01	204.93	17705859	22440	3	1	1997-05-15T09:07:48Z	0.006383	33	BSc in electrical engineering;PhD in applied physics	STS-84;STS-106;Soyuz TMA-2	184.95	142532164	06:14	astronaut	LU_ET.md		
LYAKHOV, Vladimir Afanasiyevich	URS	Male	1941-07-20	266.48	23024286	25620	3	3	1979-02-25T11:53:49Z	0.008301	37		Soyuz 32;Soyuz T-9;Soyuz TM-6;Soyuz TM-5	149.45	185345502	07:07	cosmonaut	LYAKHOV_VA.md		
MACE, Timothy Kristian Charles	GBR	Male	1955-11-20	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	MACE_TKC.md		
MACHINSKY, Georgi Vladimirovich	URS	Male	1937-10-11	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	MACHINSKY_GV.md		
MACLEAN, Steven Glenwood	CAN	Male	1954-12-14	21.59	1865196	25860	2	1	1992-10-22T14:05:53Z	0.000672	37		STS-52;STS-115	11.80	15014827	07:11	international	MACLEAN_SG.md		
MAGNUS, Sandra H.	USA	Female	1964-10-30	157.37	13596405	0	3	0	2002-10-07T19:45:51Z	0.004902	37	BSc in physics;MSc in electrical engineering;PhD in materials science and engineering	STS-112;STS-126;STS-119;STS-135	133.76	109451060	00:00	astronaut	MAGNUS_SH.md		Astro_Sandy
MAGYARI, B&eacute;la	HUN	Male	1949-08-08	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	MAGYARI_B.md		
MAKAROV, Oleg Grigoriyevich	URS	Male	1933-01-06	20.72	1790535	0	3	0	1973-09-27T12:18:16Z	0.000646	40		Soyuz 12;Soyuz 27;Soyuz 26;Soyuz T-3	12.80	14413806	00:00	cosmonaut	MAKAROV_OG.md		
MAKRUSHIN, Valeri Grigoriyevich	URS	Male	1940-01-14	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	MAKRUSHIN_VG.md		
MAKSIMENKO, Valeri Yevgeniyevich	URS	Male	1950-07-16	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	MAKSIMENKO_VY.md		
MALENCHENKO, Yuri Ivanovich	URS	Male	1961-12-22	826.39	71400298	125580	6	6	1994-07-01T12:24:50Z	0.025741	32		Soyuz TM-19;STS-106;Soyuz TMA-2;Soyuz TMA-11;Soyuz TMA-05M;Soyuz TMA-19M	191.80	574772398	34:53	cosmonaut	MALENCHENKO_YI.md		
MALERBA, Franco Egidio	ITA	Male	1946-10-10	7.97	688503	0	1	0	1992-07-31T13:56:48Z	0.000248	45		STS-46	7.97	5542449	00:00	international	MALERBA_FE.md		
MALHOTRA, Ravish	IND	Male	1943-12-25	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	MALHOTRA_R.md		
MALYSHEV, Yuri Vasiliyevich	URS	Male	1941-08-27	11.83	1022479	0	2	0	1980-06-05T14:19:30Z	0.000369	38		Soyuz T-2;Soyuz T-11;Soyuz T-10	7.90	8230955	00:00	cosmonaut	MALYSHEV_YV.md		
MANAKOV, Gennadi Mikhailovich	URS	Male	1950-06-01	309.89	26774378	45780	2	3	1990-08-01T09:32:21Z	0.009652	40		Soyuz TM-10;Soyuz TM-16	179.03	215533742	12:43	cosmonaut	MANAKOV_GM.md		
MANAROV, Musa Khiramanovich	URS	Male	1951-03-22	541.02	46744239	126120	2	7	1987-12-21T11:18:03Z	0.016852	36		Soyuz TM-4;Soyuz TM-6;Soyuz TM-11	365.94	376291123	35:02	cosmonaut	MANAROV_MK.md		
MARSHBURN, Thomas H.	USA	Male	1960-08-29	161.30	13935924	88140	2	4	2009-07-15T22:03Z	0.005024	48	BSc in physics;MSc in engineering physics;Doctor of Medicine	STS-127;Soyuz TMA-07M	145.60	112184188	24:29	astronaut	MARSHBURN_TH.md		AstroMarshburn
MASSIMINO, Michael J.	USA	Male	1962-08-19	23.83	2058499	109920	2	4	2002-03-01T11:22:02Z	0.000742	39	BSc in industrial engineering;MSc in technology and policy;PhD in mechanical engineering	STS-109;STS-125	12.90	16570916	30:32	astronaut	MASSIMINO_MJ.md		Astro_Mike
MASTRACCHIO, Richard A.	USA	Male	1960-02-11	226.57	19575531	191460	4	9	2000-09-08T12:45:47Z	0.007057	40	BSc in electrical engineering and computer science;MSc in electrical engineering	STS-106;STS-118;STS-131;Soyuz TMA-11M	187.91	157583024	53:11	astronaut	MASTRACCHIO_RA.md		AstroRM
MATINCHENKO, Aleksandr Nikolayevich	URS	Male	1927-09-04	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	MATINCHENKO_AN.md		
MATTINGLY, Thomas K., II	USA	Male	1936-03-17	21.19	1830842	5022	3	1	1972-04-16T17:54Z	0.000969	36	BSc in aeronautical engineering	Apollo 16;STS-4;STS-51-C	11.08	7793896	01:24	astronaut	MATTINGLY_TKII.md		
MATVEYEV, Denis Vladimirovich	RUS	Male	1983-04-25	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	MATVEYEV_DV.md		
MAYO, Itzhak	ISR	Male	1954-09-14	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	MAYO_I.md		
MCARTHUR, Katherine Megan	USA	Female	1971-08-30	101.14	8738108	0	2	0	2009-05-11T18:01:56Z	0.003150	37	BSc in Aerospace Engineering;PhD in oceanography	STS-125;SpaceX Crew-2	88.23	70341769	00:00	astronaut	MCARTHUR_KM.md	2021-07-20T15:27Z	
MCARTHUR, William Surles, Jr	USA	Male	1951-07-26	224.93	19434016	90600	4	4	1993-10-18T14:53Z	0.007006	42		STS-58;STS-74;STS-92;Soyuz TMA-7	189.83	156443828	25:10	astronaut	MCARTHUR_WS.md		
MCAULIFFE, Sharon Christa Corrigan	USA	Male	1944-08-24	0.00	0	0	1	0	1986-01-28T16:38Z	0.000000	41	Bachelors in education and history	STS-51-L	0.00	0	00:00	astronaut	MCAULIFFE_SCC.md		
MCBRIDE, Jon Andrew	USA	Male	1943-08-14	8.22	710614	0	1	0	1984-10-05T11:03Z	0.000256	41	BSc in Aeronautical Engineering	STS-41-G	8.22	5720442	00:00	astronaut	MCBRIDE_JA.md		
MCCANDLESS, Bruce, II	USA	Male	1937-06-08	13.02	1125123	43920	2	2	1984-02-03T13:00Z	0.000406	46	BSc;MSc in Electrical Engineering;MBA	STS-41-B;STS-31	7.97	9057240	12:12	astronaut	MCCANDLESS_B.md		
MCCLAIN, Anne Charlotte	USA	Female	1979-06-07	203.64	17594160	47280	1	2	2018-12-03T11:31Z	0.006343	39		Soyuz MS-11	203.64	141632988	13:08	astronaut	MCCLAIN_AC.md		
MCCOOL, William	USA	Male	1961-09-23	15.93	1376400	0	1	0	2003-01-16T15:39Z	0.000496	41	BSc in applied science;MSc in computer science;MSc in aeronautical engineering	STS-107	15.93	11080020	00:00	astronaut	MCCOOL_W.md		
MCCULLEY, Michael J.	USA	Male	1943-08-04	4.99	430820	0	1	0	1989-10-18T16:53:40Z	0.000155	46	BSc;MSc	STS-34	4.99	3468101	00:00	astronaut	MCCULLEY_MJ.md		
MCDIVITT, James Alton 'Jim'	USA	Male	1929-06-10	14.12	1220228	0	2	0	1965-06-03T15:15:59Z	0.000720	35	BSc in Aeronautical Engineering	Gemini 4;Apollo 9	10.04	3598212	00:00	astronaut	MCDIVITT_JA.md		
MCKAY, Michael John	CAN	Male	1963-05-10	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	MCKAY_MJ.md		
MCMONAGLE, Donald Ray	USA	Male	1952-05-14	25.23	2180085	0	3	0	1991-04-28T11:33:14Z	0.000786	38	BSc in Astronautical Engineering;MSc in Mechanical Engineering;MBA	STS-39;STS-54;STS-66	10.94	17549684	00:00	astronaut	MCMONAGLE_DR.md		
MCNAIR, Ronald Ervin	USA	Male	1950-10-21	7.97	688556	0	2	0	1984-02-03T13:00Z	0.000248	33	BSc in engineering physics;PhD in physics	STS-41-B;STS-51-L	7.97	5542875	00:00	astronaut	MCNAIR_R.md		
MEADE, Carl J.	USA	Male	1950-11-16	29.68	2564093	24660	3	1	1990-11-15T23:48:13Z	0.000924	39	BSc in electronics engineering;MSc in electronics engineering	STS-38;STS-50;STS-64	13.81	20640948	06:51	astronaut	MEADE_CJ.md		
MEIR, Jessica Ulrika	USA	Female	1977-07-01	204.64	17680697	132600	1	5	2019-09-25T13:57:43Z	0.006374	42	BA in Biology;MSc in Space Studies;PhD in Marine Biology	Soyuz MS-15	204.64	142329610	36:50	astronaut	MEIR_JU.md		
MELNICK, Bruce E.	USA	Male	1949-12-05	13.06	1128463	0	2	0	1990-10-06T11:47:15Z	0.000407	40	BSc in engineering;MSc in aeronautical systems	STS-41;STS-49	8.97	9084127	00:00	astronaut	MELNICK_BE.md		
MELROY, Pamela A.	USA	Female	1961-09-17	38.84	3355473	0	3	0	2000-10-11T23:17Z	0.001210	39	BSc in physics & astronomy	STS-92;STS-112;STS-120	15.10	27011557	00:00	astronaut	MELROY_PA.md		
MELVILL, Michael Winston 'Mike'	USA;ZAF	Male	1940-11-11	0.03	2940	0	2	0	2004-06-21T14:50:00Z	0.000001	63		SS1 15P;SS1 16P	0.02	23667	00:00	commercial	MELVILL_MW.md		
MELVIN, Leland D.	USA	Male	1964-02-15	23.57	2036305	0	2	0	2008-02-07T19:45Z	0.000734	43	BSc in chemistry;MSc in materials science engineering	STS-122;STS-129	12.77	16392255	00:00	astronaut	MELVIN_LD.md		Astro_Flow
MERBOLD, Ulf Dietrich	DEU	Male	1941-06-20	49.86	4307887	0	3	0	1983-11-28T16:00Z	0.001553	42		STS-9;STS-42;Soyuz TM-20;Soyuz TM-19	31.52	34678490	00:00	international	MERBOLD_UD.md		
MERCHEZ, Marianne	BEL	Male	1960-10-25	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	MERCHEZ_M.md		
MESSERSCHMID, Ernst Willi	DEU	Male	1945-05-21	7.03	607492	0	1	0	1985-10-30T17:00Z	0.000219	40		STS-61-A	7.03	4890310	00:00	international	MESSERSCHMID_EW.md		
METCALF-LINDENBURGER, Dorothy M.	USA	Female	1975-05-02	15.12	1306034	0	1	0	2010-04-05T10:21:22Z	0.000471	34	BA in geology	STS-131	15.12	10513573	00:00	astronaut	METCALF-LINDENBURGER_DM.md		AstroDot
MICHEL, F. Curtis	USA	Male	1934-06-05	0.00	0	0	0	0		0.000000	0	BSc in physics;PhD in physics		0.00	0	00:00	astronaut	MICHEL_FC.md		
MISURKIN, Aleksandr Aleksandrovich	RUS	Male	1977-09-23	334.34	28886798	101640	2	4	2013-03-28T20:43:20Z	0.010414	35		Soyuz TMA-08M;Soyuz MS-06	168.08	232538723	28:14	cosmonaut	MISURKIN_AA.md		
MITCHELL, Edgar D.	USA	Male	1930-09-17	9.00	777778	33798	1	2	1971-01-31T21:03:02Z	0.000531	40	BSc in industrial management;ScD in aeronautics and astronautics	Apollo 14	9.00	760000	09:23	astronaut	MITCHELL_ED.md		
MOGENSEN, Andreas Enevold	DNK	Male	1976-11-02	9.84	850434	0	1	0	2015-09-02T04:37:42Z	0.000307	38		Soyuz TMA-18M;Soyuz TMA-16M	9.84	6845993	00:00	international	MOGENSEN_AE.md		Astro_Andreas
MOHMAND, Abdul Ahad 'Abdulah'	AFG	Male	1959-01-01	8.85	764788	0	1	0	1988-08-29T04:23:11Z	0.000276	29		Soyuz TM-6;Soyuz TM-5	8.85	6156543	00:00	international	MOHMAND_AA.md		
MOHRI, Mamoru	JPN	Male	1948-01-29	19.17	1656685	0	2	0	1992-09-12T14:23Z	0.000597	44		STS-47;STS-99	11.24	13336314	00:00	international	MOHRI_M.md		
MONEY, Kenneth Eric	CAN	Male	1935-01-04	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	MONEY_KE.md		
MORGAN, Andrew Richard	USA	Male	1976-02-05	271.53	23460480	164880	1	7	2019-07-20T16:28Z	0.008458	43	BSc in Environmental Engineering;Medical Doctorate	Soyuz MS-13;Soyuz MS-15	271.53	188856864	45:48	astronaut	MORGAN_AR.md		
MORGAN, Barbara R.	USA	Female	1951-11-28	12.75	1101399	0	1	0	2007-08-08T22:36:42Z	0.000397	55	BA in human biology	STS-118	12.75	8866261	00:00	astronaut	MORGAN_BR.md		
MORIN, Lee M., (M.D., Ph.D.)	USA	Male	1952-09-09	10.82	934959	50820	1	2	2002-04-08T20:44:19Z	0.000337	49	MSc in biochemistry;Doctor of Medicine	STS-110	10.82	7526419	14:07	astronaut	MORIN_LM.md		
MOROSOV, Svyatoslav Andreievich	RUS	Male	1985-08-22	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	MOROSOV_SA.md		
MORUKOV, Boris Vladimirovich	URS	Male	1950-10-01	10.80	933073	0	1	0	2000-09-08T12:45:47Z	0.000336	49		STS-106	10.80	7511237	00:00	cosmonaut	MORUKOV_BV.md		
MOSHCHENKO, Sergei Ivanovich	RUS	Male	1954-01-12	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	MOSHCHENKO_SI.md		
MOSHKIN, Oleg Yuriyevich	RUS	Male	1964-04-23	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	MOSHKIN_OY.md		
MOSKALENKO, Nikolai Tikhonovich	URS	Male	1949-01-01	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	MOSKALENKO_NT.md		
