Name	Country	Gender	Date of Birth	Time in Space (days)	Time in Space (s)	EVA Time (s)	Number of Launches	Number of EVAs	First Launch	Time dilation (s)	Age at first launch (yr)	Qualifications	Missions	Longest single trip (days)	Total distance covered (km)	EVA (hh:mm)	Type
KOZLOV, Vladimir Ivanovich 	URS	Male	1945-10-20	0.00	0	0	0	0		0.000000	0		Soyuz TM-32	0.00	0	00:00	
KO, San	KOR	Male	1976-10-19	0.00	0	0	0	0		0.000000	0		Soyuz TM-32	0.00	0	00:00	
KRAMARENKO, Aleksandr Yakovlevich 	URS	Male	1942-11-08	0.00	0	0	0	0		0.000000	0		Soyuz TM-32	0.00	0	00:00	
KREGEL, Kevin R.	USA	Male	1956-09-16	52.77	4559136	0	4	0	1995-07-13T13:41:55Z	0.001644	38		STS-70;STS-70;STS-70;STS-78;STS-78;STS-78;STS-87;STS-87;STS-87;STS-99;STS-99;STS-99;STS-99	16.91	36701044	00:00	
KRICHEVSKY, Sergei Vladimirovich	URS	Male	1955-07-09	0.00	0	0	0	0		0.000000	0		STS-99	0.00	0	00:00	
KRIKALYOV, Sergei Konstantinovich 	URS	Male	1958-08-27	350.58	30290389	148080	8	8	1988-11-26T15:49:34Z	0.010920	30		Soyuz TM-7;Soyuz TM-7;Soyuz TM-7;Soyuz TM-12;Soyuz TM-12;Soyuz TM-12;Soyuz TM-13;Soyuz TM-13;Soyuz TM-13;STS-60;STS-60;STS-60;STS-88;STS-88;STS-88;Soyuz TM-31;Soyuz TM-31;Soyuz TM-31;STS-102;STS-102;STS-102;Soyuz TMA-6;Soyuz TMA-6;Soyuz TMA-6;Soyuz TMA-6	179.02	243837631	41:08	
KRIKUN, Yuri Yuriyevich	URS	Male	1963-06-03	0.00	0	0	0	0		0.000000	0		Soyuz TMA-6	0.00	0	00:00	
KUBASOV, Valeri Nikolayevich 	URS	Male	1935-01-07	10.88	940368	0	4	0	1969-10-11T11:10Z	0.000339	34		Soyuz 6;Soyuz 6;Soyuz 6;Soyuz 19;Soyuz 19;Soyuz 19;Soyuz 36;Soyuz 36;Soyuz 36;Soyuz 35;Soyuz 35;Soyuz 35;Soyuz 35	5.94	7569962	00:00	
KUD-SVERCHKOV, Sergei Vladimirovich	RUS	Male	1983-08-23	0.00	0	0	0	0		0.000000	0		Soyuz 35	0.00	0	00:00	
KUGNO, Eduard Pavlovich 	URS	Male	1935-06-27	0.00	0	0	0	0		0.000000	0		Soyuz 35	0.00	0	00:00	
KUIPERS, Andr&eacute;	NLD	Male	1958-10-05	192.79	16657140	0	3	0	2004-04-19T03:19Z	0.006005	45		Soyuz TMA-4;Soyuz TMA-4;Soyuz TMA-4;Soyuz TMA-3;Soyuz TMA-3;Soyuz TMA-3;Soyuz TMA-03M;Soyuz TMA-03M;Soyuz TMA-03M;Soyuz TMA-03M	192.79	134089977	00:00	
KUKLIN, Anatoli Petrovich 	URS	Male	1932-01-03	0.00	0	0	0	0		0.000000	0		Soyuz TMA-03M	0.00	0	00:00	
KULESHOVA, Natalya Dmitriyevna 	URS	Male	1956-03-14	0.00	0	0	0	0		0.000000	0		Soyuz TMA-03M	0.00	0	00:00	
KUZHELNAYA, Nadezhda Vasiliyevna 	RUS	Male	1962-11-06	0.00	0	0	0	0		0.000000	0		Soyuz TMA-03M	0.00	0	00:00	
KUZNETSOVA, Tatiyana Dmitriyevna 	URS	Male	1941-07-14	0.00	0	0	0	0		0.000000	0		Soyuz TMA-03M	0.00	0	00:00	
KöLLNER, Eberhard 'Eb'	GDR	Male	1939-09-29	0.00	0	0	0	0		0.000000	0		Soyuz TMA-03M	0.00	0	00:00	
LALIBERTé, Guy	CAN	Male	1959-09-02	0.00	0	0	2	0	2009-09-30T07:14:45Z	0.000000	50		Soyuz TMA-16;Soyuz TMA-16;Soyuz TMA-16;Soyuz TMA-14;Soyuz TMA-14;Soyuz TMA-14;Soyuz TMA-14	0.00	0	00:00	
LATYSHEVA, Irina Dmitriyevna	URS	Male	1953-07-09	0.00	0	0	0	0		0.000000	0		Soyuz TMA-14	0.00	0	00:00	
LAVEYKIN, Aleksandr Ivanovich 	URS	Male	1951-04-21	174.14	15045957	31680	1	3	1987-02-05T21:38:16Z	0.005424	35		Soyuz TM-2;Soyuz TM-2;Soyuz TM-2;Soyuz TM-2	174.14	121119953	08:48	
LAWRENCE, Wendy B.	USA	Female	1959-07-02	51.16	4420608	0	4	0	1995-03-02T06:38:13Z	0.001594	35		STS-67;STS-67;STS-67;STS-86;STS-86;STS-86;STS-91;STS-91;STS-91;STS-114;STS-114;STS-114;STS-114	16.63	35585894	00:00	
LAZAREV, Vasili Grigoriyevich 	URS	Male	1928-02-23	1.97	170133	0	1	0	1973-09-27T12:18:16Z	0.000061	45		Soyuz 12;Soyuz 12;Soyuz 12;Soyuz 12	1.97	1369570	00:00	
LAZUTKIN, Aleksandr Ivanovich 	RUS	Male	1957-10-30	184.92	15977261	0	1	0	1997-02-10T14:09:30Z	0.005760	39		Soyuz TM-25;Soyuz TM-25;Soyuz TM-25;Soyuz TM-25	184.92	128616951	00:00	
LEBEDEV, Valentin Vitaliyevich	URS	Male	1942-04-14	7.87	680136	9180	3	1	1973-12-18T11:55Z	0.000245	31		Soyuz 13;Soyuz 13;Soyuz 13;Soyuz T-5;Soyuz T-5;Soyuz T-5;Soyuz T-7;Soyuz T-7;Soyuz T-7;Soyuz T-7	7.87	5475094	02:33	
LEESTMA, David C.	USA	Male	1949-05-06	22.19	1917244	12540	3	1	1984-10-05T11:03Z	0.000691	35		STS-41-G;STS-41-G;STS-41-G;STS-28;STS-28;STS-28;STS-45;STS-45;STS-45;STS-45	8.92	15433814	03:29	
LEE, Mark C.	USA	Male	1952-08-14	32.91	2843575	93660	4	1	1989-05-04T18:48:59Z	0.001025	36		STS-30;STS-30;STS-30;STS-47;STS-47;STS-47;STS-64;STS-64;STS-64;STS-82;STS-82;STS-82;STS-82	10.95	22890778	26:01	
LENOIR, William B.	USA	Male	1939-03-14	5.09	440067	0	1	0	1982-11-11T12:19Z	0.000159	43		STS-5;STS-5;STS-5;STS-5	5.09	3542539	00:00	
LEONOV, Aleksei Arkhipovich 	URS	Male	1934-05-30	7.02	606738	720	2	1	1965-03-18T07:00Z	0.000219	30		Voskhod 2;Voskhod 2;Voskhod 2;Soyuz 19;Soyuz 19;Soyuz 19;Soyuz 19	5.94	4884240	00:12	
LESLIE, Fred W.	USA	Male	1951-12-19	15.91	1374742	0	1	0	1995-10-20T13:53Z	0.000496	43		STS-73;STS-73;STS-73;STS-73	15.91	11066673	00:00	
LETUNOV, Yuri Aleksandrovich 	URS	Male	1926-10-26	0.00	0	0	0	0		0.000000	0		STS-73	0.00	0	00:00	
LEVCHENKO, Anatoli Semyonovich 	URS	Male	1941-05-21	0.00	0	0	2	0	1987-12-21T11:18:03Z	0.000000	46		Soyuz TM-4;Soyuz TM-4;Soyuz TM-4;Soyuz TM-3;Soyuz TM-3;Soyuz TM-3;Soyuz TM-3	0.00	0	00:00	
LICHTENBERG, Byron K.	USA	Male	1948-02-19	19.21	1659466	0	2	0	1983-11-28T16:00Z	0.000598	35		STS-9;STS-9;STS-9;STS-45;STS-45;STS-45;STS-45	10.28	13358701	00:00	
LINDGREN, Kjell N.	USA	Male	1973-01-23	0.00	0	0	0	0		0.000000	0		STS-45	0.00	0	00:00	
LINDSEY, Steven W.	USA	Male	1960-08-24	61.94	5351826	0	5	0	1997-11-19T19:46Z	0.001929	37		STS-87;STS-87;STS-87;STS-95;STS-95;STS-95;STS-104;STS-104;STS-104;STS-121;STS-121;STS-121;STS-133;STS-133;STS-133;STS-133	15.69	43082199	00:00	
LIND, Don L.	USA	Male	1930-05-18	7.01	605327	0	1	0	1985-04-29T16:02:18Z	0.000218	54		STS-51-B;STS-51-B;STS-51-B;STS-51-B	7.01	4872882	00:00	
LINENGER, Jerry M.	USA	Male	1955-01-16	10.95	946218	17820	4	1	1994-09-09T22:22:35Z	0.000341	39		STS-64;STS-64;STS-64;Mir: STS-81Atlantis(up) and STS-84 Atlantis (down);Mir: STS-81Atlantis(up) and STS-84 Atlantis (down);Mir: STS-81Atlantis(up) and STS-84 Atlantis (down);STS-81;STS-81;STS-81;STS-84;STS-84;STS-84;STS-84	10.95	7617054	04:57	
LINNEHAN, Richard M.	USA	Male	1957-09-19	59.50	5140988	155460	4	1	1996-06-20T14:49Z	0.001853	38		STS-78;STS-78;STS-78;STS-90;STS-90;STS-90;STS-109;STS-109;STS-109;STS-123;STS-123;STS-123;STS-123	16.91	41384953	43:11	
LINTERIS, Gregory T.	USA	Male	1957-10-04	19.67	1699136	0	2	0	1997-04-04T19:20:32Z	0.000613	39		STS-83;STS-83;STS-83;STS-94;STS-94;STS-94;STS-94	15.70	13678044	00:00	
LISUN, Mikhail Ivanovich 	URS	Male	1935-09-05	0.00	0	0	0	0		0.000000	0		STS-94	0.00	0	00:00	
LIU, Boming	CHN	Male	1966-10-29	2.52	217676	0	1	0	2008-09-25T21:10:04Z	0.000078	41		Shenzhou VII;Shenzhou VII;Shenzhou VII;Shenzhou VII	2.52	1752291	00:00	
LIU, Wang	CHN	Male	1969-03-25	12.64	1092216	0	1	0	2012-06-16T10:37:24	0.000394	43		Shenzhou IX;Shenzhou IX;Shenzhou IX;Shenzhou IX	12.64	8792338	00:00	
LIU, Yang	CHN	Female	1978-10-06	12.64	1092216	0	1	0	2012-06-16T10:37:24	0.000394	33		Shenzhou IX;Shenzhou IX;Shenzhou IX;Shenzhou IX	12.64	8792338	00:00	
LI, Qinglong	CHN	Male		0.00	0	0	0	0		0.000000	0		Shenzhou IX	0.00	0	00:00	
LLEWELLYN, John A.	USA	Male	1933-04-22	0.00	0	0	0	0		0.000000	0		Shenzhou IX	0.00	0	00:00	
LOCKHART, Paul S.	USA	Male	1956-04-28	28.64	2474676	0	2	0	2002-06-05T21:22:49Z	0.000892	46		STS-111;STS-111;STS-111;STS-113;STS-113;STS-113;STS-113	14.78	19921141	00:00	
LONCHAKOV, Yuri Valentinovich 	RUS	Male	1965-03-04	189.91	16408035	37620	4	2	2001-04-19T18:40:42Z	0.005915	36		STS-100;STS-100;STS-100;Soyuz TMA-1;Soyuz TMA-1;Soyuz TMA-1;Soyuz TM-34;Soyuz TM-34;Soyuz TM-34;Soyuz TMA-13;Soyuz TMA-13;Soyuz TMA-13;Soyuz TMA-13	178.01	132084681	10:27	
LONGHURST, Peter Hervey	GBR	Male	1943-03-08	0.00	0	0	0	0		0.000000	0		Soyuz TMA-13	0.00	0	00:00	
LOPEZ-ALEGRIA, Michael E.	USA	Male	1958-05-30	258.95	22373269	243600	5	1	1995-10-20T13:53Z	0.008066	37		STS-73;STS-73;STS-73;STS-92;STS-92;STS-92;STS-113;STS-113;STS-113;Soyuz TMA-9;Soyuz TMA-9;Soyuz TMA-9;Expedition 14 on Soyuz;Expedition 14 on Soyuz;Expedition 14 on Soyuz;Expedition 14 on Soyuz	215.35	180104815	67:40	
LORENZONI, Andrea	ITA	Male	1946-08-08	0.00	0	0	0	0		0.000000	0		Expedition 14 on Soyuz	0.00	0	00:00	
LORIA, Christopher J. 'Gus'	USA	Male	1960-07-09	0.00	0	0	0	0		0.000000	0		Expedition 14 on Soyuz	0.00	0	00:00	
LOTHALLER, Clemens	AUT	Male	1963-05-08	0.00	0	0	0	0		0.000000	0		Expedition 14 on Soyuz	0.00	0	00:00	
LOUNGE, John M. 'Mike'	USA	Male	1946-06-28	20.10	1736584	0	3	0	1985-08-27T10:58:01Z	0.000626	39		STS-51-I;STS-51-I;STS-51-I;STS-26;STS-26;STS-26;STS-35;STS-35;STS-35;STS-35	8.96	13979501	00:00	
LOUSMA, Jack R.	USA	Male	1936-02-29	67.47	5829229	39660	2	1	1973-07-28T11:10:50Z	0.002102	37		Skylab 3;Skylab 3;Skylab 3;STS-3;STS-3;STS-3;STS-3	59.46	46925293	11:01	
LOVELL, James A., Jr.	USA	Male	1928-03-25	29.80	2574299	0	4	0	1965-12-04T19:30:03Z	0.001265	37		Gemini 7;Gemini 7;Gemini 7;Gemini 12;Gemini 12;Gemini 12;Apollo 8;Apollo 8;Apollo 8;Apollo 13;Apollo 13;Apollo 13;Apollo 13	13.77	13841120	00:00	
LOVE, Stanley G.	USA	Male	1965-06-08	12.77	1102931	0	1	0	2008-02-07T19:45Z	0.000398	42		STS-122;STS-122;STS-122;STS-122	12.77	8878594	00:00	
LOW, G. David	USA	Male	1956-02-19	29.76	2570885	21000	3	1	1990-01-09T12:35Z	0.000927	33		STS-32;STS-32;STS-32;STS-43;STS-43;STS-43;STS-57;STS-57;STS-57;STS-57	10.88	20695624	05:50	
LUCID, Shannon W.	USA	Female	1943-01-14	34.95	3020003	0	7	0	1985-06-17T11:33Z	0.001089	42		STS-51-G;STS-51-G;STS-51-G;STS-34;STS-34;STS-34;STS-43;STS-43;STS-43;STS-58;STS-58;STS-58;Mir: STS-76 (up) and STS-79 (down);Mir: STS-76 (up) and STS-79 (down);Mir: STS-76 (up) and STS-79 (down);STS-76;STS-76;STS-76;STS-79;STS-79;STS-79;STS-79	14.01	24311024	00:00	
LUKIYANYUK, Vasili Yuriyevich 	URS	Male	1958-09-22	0.00	0	0	0	0		0.000000	0		STS-79	0.00	0	00:00	
LU, Edward T.	USA	Male	1963-07-01	204.93	17705859	22440	3	1	1997-05-15T09:07:48Z	0.006383	33		STS-84;STS-84;STS-84;STS-106;STS-106;STS-106;Soyuz TMA-2;Soyuz TMA-2;Soyuz TMA-2;Soyuz TMA-2	184.95	142532164	06:14	
LYAKHOV, Vladimir Afanasiyevich 	URS	Male	1941-07-20	257.63	22259498	25620	4	3	1979-02-25T11:53:49Z	0.008025	37		Soyuz 32;Soyuz 32;Soyuz 32;Soyuz T-9;Soyuz T-9;Soyuz T-9;Soyuz TM-6;Soyuz TM-6;Soyuz TM-6;Soyuz TM-5;Soyuz TM-5;Soyuz TM-5;Soyuz TM-5	149.45	179188958	07:07	
LóPEZ FALCóN, 	CUB	Male	1950-02-08	0.00	0	0	0	0		0.000000	0		Soyuz TM-5	0.00	0	00:00	
MACE, Timothy Kristian Charles	GBR	Male	1955-11-20	0.00	0	0	0	0		0.000000	0		Soyuz TM-5	0.00	0	00:00	
MACHINSKY, Georgi Vladimirovich 	URS	Male	1937-10-11	0.00	0	0	0	0		0.000000	0		Soyuz TM-5	0.00	0	00:00	
MACLEAN, Steven Glenwood	CAN	Male	1954-12-14	21.59	1865196	25860	2	1	1992-10-22T14:05:53Z	0.000672	37		STS-52;STS-52;STS-52;STS-115;STS-115;STS-115;STS-115	11.80	15014827	07:11	
MAGNUS, Sandra H.	USA	Female	1964-10-30	23.60	2039265	0	5	0	2002-10-07T19:45:51Z	0.000735	37		STS-112;STS-112;STS-112;Expedition 18: STS-126 Endeavour (up) and STS-119 Discovery (down);Expedition 18: STS-126 Endeavour (up) and STS-119 Discovery (down);Expedition 18: STS-126 Endeavour (up) and STS-119 Discovery (down);STS-126;STS-126;STS-126;STS-119;STS-119;STS-119;STS-135;STS-135;STS-135;STS-135	12.77	16416083	00:00	
MAGYARI, B&eacute;la	HUN	Male	1949-08-08	0.00	0	0	0	0		0.000000	0		STS-135	0.00	0	00:00	
MAKAROV, Oleg Grigoriyevich 	URS	Male	1933-01-06	14.77	1275796	0	4	0	1973-09-27T12:18:16Z	0.000460	40		Soyuz 12;Soyuz 12;Soyuz 12;Soyuz 27;Soyuz 27;Soyuz 27;Soyuz 26;Soyuz 26;Soyuz 26;Soyuz T-3;Soyuz T-3;Soyuz T-3;Soyuz T-3	12.80	10270157	00:00	
MAKRUSHIN, Valeri Grigoriyevich 	URS	Male	1940-01-14	0.00	0	0	0	0		0.000000	0		Soyuz T-3	0.00	0	00:00	
MAKSIMENKO, Valeri Yevgeniyevich 	URS	Male	1950-07-16	0.00	0	0	0	0		0.000000	0		Soyuz T-3	0.00	0	00:00	
MALENCHENKO, Yuri Ivanovich 	URS	Male	1961-12-22	640.47	55336388	108300	5	5	1994-07-01T12:24:50Z	0.019949	32		Soyuz TM-19;Soyuz TM-19;Soyuz TM-19;STS-106;STS-106;STS-106;Soyuz TMA-2;Soyuz TMA-2;Soyuz TMA-2;Soyuz TMA-11;Soyuz TMA-11;Soyuz TMA-11;Soyuz TMA-05M;Soyuz TMA-05M;Soyuz TMA-05M;Soyuz TMA-05M	191.80	445457923	30:05	
MALERBA, Franco Egidio	ITA	Male	1946-10-10	7.97	688503	0	1	0	1992-07-31T13:56:48Z	0.000248	45		STS-46;STS-46;STS-46;STS-46	7.97	5542449	00:00	
MALHOTRA, Ravish	IND	Male	1943-12-25	0.00	0	0	0	0		0.000000	0		STS-46	0.00	0	00:00	
MALYSHEV, Yuri Vasiliyevich 	URS	Male	1941-08-27	3.93	339630	0	3	0	1980-06-05T14:19:30Z	0.000122	38		Soyuz T-2;Soyuz T-2;Soyuz T-2;Soyuz T-11;Soyuz T-11;Soyuz T-11;Soyuz T-10;Soyuz T-10;Soyuz T-10;Soyuz T-10	3.93	2734021	00:00	
MANAKOV, Gennadi Mikhailovich 	URS	Male	1950-06-01	309.89	26774378	49380	2	3	1990-08-01T09:32:21Z	0.009652	40		Soyuz TM-10;Soyuz TM-10;Soyuz TM-10;Soyuz TM-16;Soyuz TM-16;Soyuz TM-16;Soyuz TM-16	179.03	215533742	13:43	
MANAROV, Musa Khiramanovich 	URS	Male	1951-03-22	175.08	15126642	122580	3	7	1987-12-21T11:18:03Z	0.005453	36		Soyuz TM-4;Soyuz TM-4;Soyuz TM-4;Soyuz TM-6;Soyuz TM-6;Soyuz TM-6;Soyuz TM-11;Soyuz TM-11;Soyuz TM-11;Soyuz TM-11	175.08	121769468	34:03	
MARSHBURN, Thomas H.	USA	Male	1960-08-29	15.70	1356360	88140	1	2	2009-07-15T22:03Z	0.000489	48		STS-127;STS-127;STS-127;STS-127	15.70	10918698	24:29	
MASSIMINO, Michael J.	USA	Male	1962-08-19	23.83	2058499	109920	2	1	2002-03-01T11:22:02Z	0.000742	39		STS-109;STS-109;STS-109;STS-125;STS-125;STS-125;STS-125	12.90	16570916	30:32	
MASTRACCHIO, Richard A.	USA	Male	1960-02-11	38.66	3340506	191040	3	4	2000-09-08T12:45:47Z	0.001204	40		STS-106;STS-106;STS-106;STS-118;STS-118;STS-118;STS-131;STS-131;STS-131;STS-131	15.12	26891073	53:04	
MATINCHENKO, Aleksandr Nikolayevich 	URS	Male	1927-09-04	0.00	0	0	0	0		0.000000	0		STS-131	0.00	0	00:00	
MATTINGLY, Thomas K., II	USA	Male	1936-03-17	21.19	1830842	4380	3	1	1972-04-16T17:54Z	0.000969	36		Apollo 16;Apollo 16;Apollo 16;STS-4;STS-4;STS-4;STS-51-C;STS-51-C;STS-51-C;STS-51-C	11.08	7793896	01:13	
MATVEYEV, Denis Vladimirovich	RUS	Male	1983-04-25	0.00	0	0	0	0		0.000000	0		STS-51-C	0.00	0	00:00	
MAYO, Itzhak	ISR	Male	1954-09-14	0.00	0	0	0	0		0.000000	0		STS-51-C	0.00	0	00:00	
MCARTHUR, Katherine Megan	USA	Female	1971-08-30	12.90	1114630	0	1	0	2009-05-11T18:01:56Z	0.000402	37		STS-125;STS-125;STS-125;STS-125	12.90	8972771	00:00	
MCARTHUR, William Surles, Jr	USA	Male	1951-07-26	224.93	19434016	0	4	0	1993-10-18T14:53Z	0.007006	42		STS-58;STS-58;STS-58;STS-74;STS-74;STS-74;STS-92;STS-92;STS-92;Soyuz TMA-7;Soyuz TMA-7;Soyuz TMA-7;Soyuz TMA-7	189.83	156443828	00:00	
MCAULIFFE, Sharon Christa Corrigan	USA	Male	1944-08-24	0.00	0	0	1	0	1986-01-28T16:38Z	0.000000	41		STS-51-L;STS-51-L;STS-51-L;STS-51-L	0.00	0	00:00	
MCBRIDE, Jon Andrew	USA	Male	1943-08-14	8.22	710614	0	1	0	1984-10-05T11:03Z	0.000256	41		STS-41-G;STS-41-G;STS-41-G;STS-41-G	8.22	5720442	00:00	
MCCANDLESS, Bruce, II	USA	Male	1937-06-08	13.02	1125123	43920	2	2	1984-02-03T13:00Z	0.000406	46		STS-41-B;STS-41-B;STS-41-B;STS-31;STS-31;STS-31;STS-31	7.97	9057240	12:12	
MCCLAIN, Anne Charlotte	USA	Female	1979-06-07	0.00	0	0	0	0		0.000000	0		STS-31	0.00	0	00:00	
MCCOOL, William	USA	Male	1961-09-23	15.93	1376400	0	1	0	2003-01-16T15:39Z	0.000496	41		STS-107;STS-107;STS-107;STS-107	15.93	11080020	00:00	
MCCULLEY, Michael J.	USA	Male	1943-08-04	4.99	430820	0	1	0	1989-10-18T16:53:40Z	0.000155	46		STS-34;STS-34;STS-34;STS-34	4.99	3468101	00:00	
MCDIVITT, James Alton 'Jim'	USA	Male	1929-06-10	14.12	1220228	0	2	0	1965-06-03T15:15:59Z	0.000720	35		Gemini 4;Gemini 4;Gemini 4;Apollo 9;Apollo 9;Apollo 9;Apollo 9	10.04	3598212	00:00	
MCKAY, Michael John	CAN	Male	1963-05-10	0.00	0	0	0	0		0.000000	0		Apollo 9	0.00	0	00:00	
MCMONAGLE, Donald Ray	USA	Male	1952-05-14	25.23	2180085	0	3	0	1991-04-28T11:33:14Z	0.000786	38		STS-39;STS-39;STS-39;STS-54;STS-54;STS-54;STS-66;STS-66;STS-66;STS-66	10.94	17549684	00:00	
MCNAIR, Ronald Ervin	USA	Male	1950-10-21	7.97	688556	0	2	0	1984-02-03T13:00Z	0.000248	33		STS-41-B;STS-41-B;STS-41-B;STS-51-L;STS-51-L;STS-51-L;STS-51-L	7.97	5542875	00:00	
MEADE, Carl J.	USA	Male	1950-11-16	29.68	2564093	22500	3	1	1990-11-15T23:48:13Z	0.000924	39		STS-38;STS-38;STS-38;STS-50;STS-50;STS-50;STS-64;STS-64;STS-64;STS-64	13.81	20640948	06:15	
MELNICK, Bruce E.	USA	Male	1949-12-05	13.06	1128463	0	2	0	1990-10-06T11:47:15Z	0.000407	40		STS-41;STS-41;STS-41;STS-49;STS-49;STS-49;STS-49	8.97	9084127	00:00	
MELROY, Pamela A.	USA	Female	1961-09-17	0.00	0	0	0	0		0.000000	0		STS-49	0.00	0	00:00	
MELVIN, Leland D.	USA	Male	1964-02-15	23.57	2036305	0	2	0	2008-02-07T19:45Z	0.000734	43		STS-122;STS-122;STS-122;STS-129;STS-129;STS-129;STS-129	12.77	16392255	00:00	
MERBOLD, Ulf Dietrich	DEU	Male	1941-06-20	18.33	1584130	0	4	0	1983-11-28T16:00Z	0.000571	42		STS-9;STS-9;STS-9;STS-42;STS-42;STS-42;Soyuz TM-20;Soyuz TM-20;Soyuz TM-20;Soyuz TM-19;Soyuz TM-19;Soyuz TM-19;Soyuz TM-19	10.28	12752246	00:00	
MERCHEZ, Marianne	BEL	Male	1960-10-25	0.00	0	0	0	0		0.000000	0		Soyuz TM-19	0.00	0	00:00	
MESSERSCHMID, Ernst Willi	DEU	Male	1945-05-21	7.03	607492	0	1	0	1985-10-30T17:00Z	0.000219	40		STS-61-A;STS-61-A;STS-61-A;STS-61-A	7.03	4890310	00:00	
METCALF-LINDENBURGER, Dorothy M.	USA	Female	1975-05-02	15.12	1306034	0	1	0	2010-04-05T10:21:22Z	0.000471	34		STS-131;STS-131;STS-131;STS-131	15.12	10513573	00:00	
MICHEL, F. Curtis	USA	Male	1934-06-05	0.00	0	0	0	0		0.000000	0		STS-131	0.00	0	00:00	
MISURKIN, Aleksandr Aleksandrovich	RUS	Male	1977-09-23	166.26	14364940	48420	1	2	2013-03-28T20:43:20Z	0.005179	35		Soyuz TMA-08M;Soyuz TMA-08M;Soyuz TMA-08M;Soyuz TMA-08M	166.26	115637767	13:27	
MITCHELL, Edgar D.	USA	Male	1930-09-17	9.00	777778	33420	1	1	1971-01-31T21:03:02Z	0.000531	40		Apollo 14;Apollo 14;Apollo 14;Apollo 14	9.00	760000	09:17	
MOGENSEN, Andreas Enevold	DNK	Male	1976-11-02	0.00	0	0	0	0		0.000000	0		Apollo 14	0.00	0	00:00	
MOHMAND, Abdul Ahad 'Abdulah'	AFG	Male	1959-01-01	0.00	0	0	2	0	1988-08-29T04:23:11Z	0.000000	29		Soyuz TM-6;Soyuz TM-6;Soyuz TM-6;Soyuz TM-5;Soyuz TM-5;Soyuz TM-5;Soyuz TM-5	0.00	0	00:00	
MOHRI, Mamoru	JPN	Male	1948-01-29	19.17	1656685	0	2	0	1992-09-12T14:23Z	0.000597	44		STS-47;STS-47;STS-47;STS-99;STS-99;STS-99;STS-99	11.24	13336314	00:00	
MONEY, Kenneth Eric	CAN	Male	1935-01-04	0.00	0	0	0	0		0.000000	0		STS-99	0.00	0	00:00	
MORGAN, Barbara R.	USA	Female	1951-11-28	12.75	1101399	0	1	0	2007-08-08T22:36:42Z	0.000397	55		STS-118;STS-118;STS-118;STS-118	12.75	8866261	00:00	
MORIN, Lee M., (M.D., Ph.D.) 	USA	Male	1952-09-09	10.82	934959	50820	1	1	2002-04-08T20:44:19Z	0.000337	49		STS-110;STS-110;STS-110;STS-110	10.82	7526419	14:07	
MOROSOV, Svyatoslav Andreievich	RUS	Male	1985-08-22	0.00	0	0	0	0		0.000000	0		STS-110	0.00	0	00:00	
MORUKOV, Boris Vladimirovich 	URS	Male	1950-10-01	10.80	933073	0	1	0	2000-09-08T12:45:47Z	0.000336	49		STS-106;STS-106;STS-106;STS-106	10.80	7511237	00:00	
MOSHCHENKO, Sergei Ivanovich 	RUS	Male	1954-01-12	0.00	0	0	0	0		0.000000	0		STS-106	0.00	0	00:00	
MOSHKIN, Oleg Yuriyevich 	RUS	Male	1964-04-23	0.00	0	0	0	0		0.000000	0		STS-106	0.00	0	00:00	
MOSKALENKO, Nikolai Tikhonovich 	URS	Male	1949-01-01	0.00	0	0	0	0		0.000000	0		STS-106	0.00	0	00:00	
MOSOLOV, Vladimir Yemeliyanovich 	URS	Male	1944-02-21	0.00	0	0	0	0		0.000000	0		STS-106	0.00	0	00:00	
MUKAI, Chiaki	JPN	Female	1952-05-06	23.65	2043627	0	2	0	1994-07-08T16:43:01Z	0.000737	42		STS-65;STS-65;STS-65;STS-95;STS-95;STS-95;STS-95	14.75	16451197	00:00	
MUKHORTOV, Pavel Petrovich 	URS	Male	1966-03-11	0.00	0	0	0	0		0.000000	0		STS-95	0.00	0	00:00	
MULLANE, Richard M.	USA	Male	1945-09-10	14.85	1282806	0	3	0	1984-08-30T12:41:50Z	0.000462	38		STS-41-D;STS-41-D;STS-41-D;STS-27;STS-27;STS-27;STS-36;STS-36;STS-36;STS-36	6.04	10326588	00:00	
MUSABAYEV, Talgat Amangeldyevich 	URS	Male	1951-01-07	333.49	28813480	148380	4	7	1994-07-01T12:24:50Z	0.010388	43		Soyuz TM-19;Soyuz TM-19;Soyuz TM-19;Soyuz TM-27;Soyuz TM-27;Soyuz TM-27;Soyuz TM-32;Soyuz TM-32;Soyuz TM-32;Soyuz TM-31;Soyuz TM-31;Soyuz TM-31;Soyuz TM-31	207.54	231948514	41:13	
MUSGRAVE, Story 	USA	Male	1935-08-19	17.97	1552557	0	3	0	1983-04-04T18:30Z	0.000560	47		STS-6;STS-6;STS-6;STS-51-F;STS-51-F;STS-51-F;STS-33;STS-33;STS-33;STS-33	7.95	12498083	00:00	
MUSZAPHAR, Sheikh	MYS	Male	1972-07-26	0.00	0	0	2	0	2007-10-10T13:22:39Z	0.000000	35		Soyuz TMA-11;Soyuz TMA-11;Soyuz TMA-11;Soyuz TMA-10;Soyuz TMA-10;Soyuz TMA-10;Soyuz TMA-10	0.00	0	00:00	
