Asteroid name,Reason for name,Category
(28894) Ryanchung,"Ryan Kyong-Doc Chung (b. 1996) was awarded first place in the 2013 Intel International Science and Engineering Fair for his computer science project. He attends the Terre Haute South Vigo High School, Terre Haute, Indiana, U.S.A.","education:person;"
(21427) Ryanharrison,"Ryan Marques Harrison (b. 1987) is a finalist in the 2005 Intel Science Talent Search, a science competition for high school seniors, for his bioinformatics and genomics project.  He attends the Baltimore Polytechnic Institute, Baltimore, Maryland.","education:person;"
(29631) Ryankenny,"Ryan M. Kenny (b. 1996) was awarded best of category and first place in the 2013 Intel International Science and Engineering Fair for his plant sciences team project.  He attends the George W. Hewlett High School, Hewlett, New York, U.S.A.","education:person;"
(19597) Ryanlee,"Ryan Thomas Lee (b. 1990) is a finalist in the 2003 Discovery Channel Young Scientist Challenge, a middle school science competition, for his earth and space science project.  He attends the Fairfield Middle School, Fairfield, Ohio.","education:person;"
(20794) Ryanolson,"Ryan Olson (b. 1986) was awarded second place in the 2004 Intel International Science and Engineering Fair for his engineering project. He attends the Giles High School, Pearisburg, Virginia, U.S.A.","education:person;"
(5575) Ryanpark,"Sang H. ("Ryan") Park (b. 1978), a member of the Jet Propulsion Laboratory's Solar System Dynamics Group, has been instrumental in advancing JPL's planetary ephemeris and gravity science efforts.  He received a NASA Exceptional Achievement medal for his contribution to the GRAIL mission.","science:person;"
(20595) Ryanwisnoski,"Ryan Wisnoski (b. 1986) was awarded second place in the 2004 Intel International Science and Engineering Fair for his biochemistry project. He attends the Crescent City High School, Crescent City, Florida, U.S.A.","education:person;"
(4258) Ryazanov,"",""
(2523) Ryba,"",""
(12674) Rybalka,"Anatolij Nikolaevich Rybalka (b. 1939) is an obstetrician and gynaecologist, professor at the Crimean Medical University, a member of several medical societies of Europe, an authoritative expert and teacher who educated many specialists in medicine.",""
(10506) Rydberg,"Johannes Robert Rydberg (1854-1919) was a Swedish physicist educated at the University of Lund who held the chair of physics from 1901 to 1919. He is well-known for the Rydberg constant, which appears in a spectroscopic expression that relates the various lines in the spectra of chemical elements.","science:person;"
(19663) Rykerwatts,"Ryker H. Watts (b. 1989) is a finalist in the 2003 Discovery Channel Young Scientist Challenge, a middle school science competition, for his biochemistry, medicine, health and microbiology project.  He attends the Mountain Ridge Junior High School, Highland, Utah.","education:person;"
(9566) Rykhlova,"Lidiya Vasil'evna Rykhlova, head of the Space Astrometry Department of the Institute of Astronomy, Russian Academy of Sciences, is a specialist in the astrometry and dynamics of artificial satellites and an expert on earth rotation.  She is well known for her studies of near-earth space and asteroid hazards.",""
(8927) Ryojiro,"Ryojiro Akiba (b. 1930), professor of astronautics and former director-general of the Institute of Space and Astronautical Science, is a pioneer in the Japanese space program.  His achievements include the first  Japanese satellite, Ohsumi, and the interplanetary probes Suisei and Sakigake  that went to Comet 1P/Halley.",""
(11135) Ryokami,"Ryokami Mountain is located at the northern part of the Kanto plain. It is known for its exceptionally unique shape that looks like the blade of a saw. The stunning landscape it outlines in the Kanto mountains makes it one of the 100 most celebrated mountains of Japan.",""
(6031) Ryokan,"",""
(13162) Ryokkochigaku,"Ryokkochigaku is the nickname of the Yokohama Midorigaoka High School earth-science club, known for its research of whale fossils and observation of solar prominences.  The discoverers of this minor planet were members of Ryokkochigaku.",""
(2835) Ryoma,"",""
(8304) Ryomichico,"Ryo Michico (b. 1955) is a novelist and poet respected for her beautiful science fantasies.  Her best-known works are Asteroid Museum (1990) and Radio-star Restaurant (1991).",""
(25106) Ryoojungmin,"Ryoo Jung Min (b. 1990) was awarded second place in the 2008 Intel International Science and Engineering Fair for her microbiology team project. She attends the Korea Science Academy, Busan, South Korea.","education:person;"
(23180) Ryosuke,"Ryosuke Nakamura (b. 1968), of the National Institute of Advanced Industrial Science and Technology, Tsukuba, Japan, is a remote-sensing specialist who works on Earth-observing and planetary missions. He analyzed the surface geology of asteroid Itokawa.",""
(46580) Ryouichiirie,"Ryouichi Irie (b. 1949) is a Japanese amateur astronomer in Toyooka city, Hyogo prefecture, and an independent discoverer of C/1988 P1 (Machholz).  He is also an award-winning astro-photographer and exhibits his works widely.  The name was suggested by M. Sugano.",""
(21460) Ryozo,"Ryozo Suzuki (b. 1928) is an amateur astronomer and a manufacturer of high-end binoculars for amateur astronomers.",""
(16175) Rypatterson,"Named in honor of Ryan Randall Patterson for achievement as a finalist in the 2002 Intel Science Talent Search, a science competition for high school seniors.  Ryan is a student at the Central High School, Grand Junction, Colorado.","education:person;"
(48495) Ryugado,"Ryugado, in Kochi prefecture, is one of the Three Greatest Limestone Caves of Japan and has been designated a National Historic Site, as well as a National Natural Treasure.  Earthenware from the Yayoi Period (300 B.C.-A.D. 300), evidence of cave dwelling, was uncovered in this 4-km-long cave.",""
(20120) Ryugatake,"Ryugatake is a town in Kumamoto, on the east coast of the beautiful Amakusa-Kamishima Island.  It is also the name of the mountain where Myu-i public observatory is located.",""
(5969) Ryuichiro,"",""
(5343) Ryzhov,"",""
(4162) SAF,"",""
(4692) SIMBAD,"",""
(24173) SLAS,"SLAS, the St. Louis Astronomical Society, has promoted the wonder and science of astronomy since 1936 to the general populace of St. Louis, Missouri, and surrounding areas.",""
(14724) SNO,"The Sudbury Neutrino Observatory (SNO) is a sensitive detector built under about 2 km of rock in a mine near Sudbury, Ontario. Completed in 1998, SNO consists of photomultiplier tubes around heavy water. In 2001 the SNO collaboration announced evidence that neutrinos oscillate.",""
(5181) SURF,"",""
(207717) Sa'a,"Sa'a City (Sanya Shi), founded in 110 B.C. as Ngaiziu, is the southernmost city of China. The city is known for its tropical climate and is a popular tourist destination.",""
(5409) Saale,"",""
(4163) Saaremaa,"",""
(6099) Saarland,"",""
(13260) Sabadell,"The Agrupaci&oacute; Astron&ograve;mica de Sabadell celebrated its 40th anniversary on 2000 Apr. 14.  It is the most important amateur astronomical society in Spain.  The discoverers belong to this society.",""
(1115) Sabauda,"",""
(15329) Sabena,"Sabena was the National Belgian airline but had to stop its activities due to financial problems.  This minor planet is dedicated to the flight crews and ground personnel, who did a marvelous job during all the years Sabena was flying.",""
(118194) Sabinagarroni,"Sabina Garroni (b. 1972), Italian amateur astronomer, lives in Gradisca d&acute;Isonzo.",""
(665) Sabine,"",""
(6591) Sabinin,"Dmitry Anatolievich Sabinin (1889-1951), a professor at Moscow State University, was an outstanding scientist, who created new directions in many areas of plant physiology.  He possessed the uncommon gift of scientific foresight and was author of many monographs.",""
(2264) Sabrina,"Named for a legendary English princess, daughter of King Locrine. Along with her mother, Sabrina was drowned in the River Severn by Locrine's angry widow. Sabrina became the Roman name for the River Severn.",""
(4160) Sabrina-John,"",""
(117350) Saburo,"Saburo Itagaki (1916-1983) was the discoverer's father.",""
(2822) Sacajawea,"",""
(26501) Sachiko,"Sachiko Nagata (b. 1962) teaches the art of pressing flowers and manages a pear farm.",""
(18360) Sachs,"Hans Sachs (1494-1576), master of the shoemaker guild in Nuremberg from 1520,  is the most important German poet of the sixteenth century.  He was immortalized in Wagner's opera Die Meistersinger von N&uuml;rnberg.  More than 6000 of his works have been handed down to posterity.",""
(5866) Sachsen,"",""
(7690) Sackler,"Named in honor of Raymond and Beverly Sackler, wise, perceptive and generous supporters of science and the arts.  Their special interest in stimulating astronomical research through direct support, and the fostering of collaborations and exchange of knowledge among astronomers worldwide, has been a great boon to this exciting field, now in a truly "golden age".",""
(8704) Sadakane,"Kozo Sadakane (b. 1947), Osaka Kyoiku University, is an expert on the analysis of stellar spectra, especially those of chemically peculiar and metal deficient old stars.  Superficially normal A type stars with underabundances such as 21 Peg and HR 7338 are often referred to as Sadakane stars.",""
(7616) Sadako,"Sadako Sasaki (1943-1955) was exposed to radiation from the Hiroshima atom bomb and suffered from leukemia. She tried to fold 1000 paper cranes in prayer for recovery, but in vain. Impressed by her story, children around the world raised funds and built the Children's Peace Monument in Hiroshima Peace Memorial Park.",""
(100266) Sadamisaki,"The Sadamisaki peninsula, in the westernmost part of the island of Shikoku, is the narrowest peninsula in Japan.  Extending some 40-km from Yawatahama city toward the island of Kyushu, it separates the Seto Inland Sea from the Pacific Ocean.  It is home to the Ikata Nuclear Power Plant.","geographic:location;"
(7205) Sadanori,"Sadanori Okamura (b. 1948) works mainly in extragalactic astronomy and observational cosmology based on optical and near-infrared observations of galaxies. He has been president of IAU Commission 28 since 2000.",""
(48624) Sadayuki,"Sadayuki Okuni (b. 1967), nephew of the discoverer, is a high-school teacher with an interest in astronomy.  He has been responsible for the maintenance of the personal computer of the Nanyo Observatory.",""
(157194) Saddlemyer,"Leslie K. Saddlemyer (b. 1959) is a systems engineer at the Herzberg Institute of Astrophysics, National Research Council of Canada.  Currently the project manager for the Gemini Planetary Imager, he has been responsible for care and maintenance of the 1.82-m Plaskett Telescope at the Dominion Astrophysical Observatory.",""
(12572) Sadegh,"Cameron Sadegh (b. 1984) is a finalist in the 2002 Intel International Science and Engineering Fair for his chemistry project. He attends the Academy for the Advancement of Science and Technology, Franklin Lakes, New Jersey, U.S.A.","education:person;"
(1626) Sadeya,"",""
(118230) Sado,"Sado, an island in the Sea of Japan, appears even in Japan's oldest history book Kojiki, dating to the eighth century.  The island is currently famous as the place where Noh drama (one of the "World's Intangible Cultural Treasures") took root in the lives of the people on the island.",""
(7075) Sadovnichij,"",""
(18702) Sadowski,"John Paul Sadowski (b. 1984) was awarded third place in the 2003 Intel International Science and Engineering Fair for his chemistry project.  He attends the North Shore High School, Glen Head, New York, U.S.A.","education:person;"
(6250) Saekohayashi,"Saeko S. Hayashi (b. 1958) is an associate professor at the National Astronomical Observatory of Japan, whose research interest is planetary formation processes.  Working at the Subaru Telescope, she also devotes herself to the popularization of astronomy in Hawaii and Japan.","science:person;"
(52226) Saenredam,"Pieter Jansz Saenredam (1597-1665) was a Dutch Baroque-era painter and engraver noted for his surprisingly realistic paintings of churches.  He was secretary, steward and even dean of the Guild of St. Luke in Haarlem. The name was suggested by C. E. Koppeschaar.",""
(115051) Safaeinili,"Ali Safaeinili (1964-2009) studied electrical engineering and computer science at Iowa State University.  As a radar scientist and electrical engineer at the Jet Propulsion Laboratory, he designed new radars used for planetary exploration projects involving measuring the thickness of glaciers and presence of water on Mars.",""
(1364) Safara,"",""
(8336) Safarik,"Named in memory of Vojt&#283;ch &#352;afa&#345;&iacute;k (1829-1902), known for his work in inorganic chemistry, Czech chemical nomenclature and textbooks, as well as for his observations of variable stars.  He obtained about 20~000 observations of variable stars.  This minor planet also honors the memory of his wife and co-worker Paul&iacute;na &#352;afa&#345;&iacute;kov&aacute; (1836-1920), who was interested in the history and popularization of astronomy.  Name suggested by J. Ticha and M. Tichy.",""
(68718) Safi,"Safi is an old city of Morocco located on the Atlantic coast. This port is well known for its sardine fisheries, phosphate industry and handmade pottery. Salwa, the discoverer's wife, was born in Safi.",""
(209107) Safranek,"Czech experimental physicist Jaroslav &#352;afr&aacute;nek (1890-1957) designed, demonstrated (1935) and published (1936) a system for the transmission of images by low-line mechanical television.  The system failed to find practical application in Czechoslovakia at that time.  Later he worked in medical physics.",""
(3615) Safronov,"",""
(1163) Saga,"",""
(7435) Sagamihara,"Named for a city of 571~000 located some 50 km west for Tokyo on the vast riverside plain of the River Sagamigawa.  In 1892 the Sagamino Base Line for the nationwide triangulation was set up there.  In recent years the city has grown into a large industrial center.  In 1989 the campus of Institute of Space and Astronautical Science, which develops Japanese scientific satellites, moved to Sagamihara, where the satellites Yoko and Haruka were built.",""
(2709) Sagan,"",""
(21405) Sagarmehta,"Sagar Viplov Mehta (b. 1987) is a finalist in the 2005 Intel Science Talent Search, a science competition for high school seniors, for his materials science project.  He attends the Wheatley School, Old Westbury, New York.","education:person;"
(28505) Sagarrambhia,"Sagar Hitendra Rambhia (b. 1994) was awarded first place in the 2011 Intel International Science and Engineering Fair for his medicine and health sciences project.  He attends the Jericho High School, Jericho, New York, U.S.A.","education:person;"
(20242) Sagot,"Robert Sagot (b. 1910) is an amateur astronomer who spent a large part of his time at the Soci&eacute;t&eacute; astronomique de France.  He is attracted to celestial mechanics and studied sundials in France. He also co-authored the book La Revue des Constellations.",""
(159814) Saguaro,"The Saguaro National Park located in a desert landscape to the east and west of Tucson protects the majestic giant saguaro (Carnegiea gigantea) as well as other cacti.  The giant saguaro is the supreme symbol of the American Southwest.",""
(2605) Sahade,"",""
(4606) Saheki,"",""
(2088) Sahlia,"",""
(28719) Sahoolahan,"Seamus Andrew Hoolahan (b. 2000) is a finalist in the 2013 Broadcom MASTERS, a math and science competition for middle school students, for his physical sciences project.  He attends the Fred Moodry Middle School, Anaconda, Montana.","education:person;"
(107805) Saibi,"Saibi Koto-gakko is a private high school in Ehime prefecture. It was founded in 1901 as the Matsuyama Sewing School and renamed after its reorganization in 1911.  Several tens of students from the high school learn astronomy every summer at Kuma Kogen Astronomical Observatory.",""
(6970) Saigusa,"Yosikazu Saigusa (b. 1928), a retired broadcast engineer is a Japanese amateur astronomer.  He discovered comets C/1975 T2 and C/1983 J1 visually from Kofu city.",""
(6408) Saijo,"",""
(8011) Saijokeiichi,"Named in honor of Keiichi Saijo (b. 1949), senior curator of the astronomy section of National Science Museum, Tokyo, known for observational research on eclipsing variables, long-period variables and for public education in astronomy.  He has been chair of the Variable Star Observers League in Japan since its founding and secretary of the Association of Public Astronomical Observatories.  He is also a distinguished fellow of Saji Observatory. Name proposed by the discoverers following a suggestion by Y. Yamada.","science:person;"
(1533) Saimaa,"",""
(9395) Saint Michel,"Saint Michel l&acute;Observatoire is a small village only 2 km away from the Observatory of Haute Provence. The village is surrounded by the Parc Naturel R&eacute;gional du Luberon, creating a pleasant walk between lavender fields and green hills covered by aromatic herbs.",""
(5995) Saint-Aignan,"",""
(2578) Saint-Exupery,"",""
(284945) Saint-Imier,"The city of Saint-Imier was founded by the hermit St. Imerius in 884. Saint-Imier is located in the French-speaking Bernese Jura.",""
(6898) Saint-Marys,"Saint Mary's University, Halifax, N.S., is Atlantic Canada's primary center for instruction, public relations and research in astronomy and astrophysics.  The university, founded in 1802, is the site of the Burke-Gaffney Observatory, used for the detection of supernova 1995F, the first such discovery of an all-Canadian nature.","science;"
(5210) Saint-Saens,"",""
(48159) Saint-Veran,"Located in the southern French Alps, Saint-V&eacute;ran is the highest village in France. Astronomy has been developed here since 1973. The T62 telescope is managed by AstroQueyras, a French amateur astronomers association. This is the first numbered minor planet discovered at this observatory.",""
(17431) Sainte-Colombe,"Jean de Sainte-Colombe (1640-1700), a French composer and celebrated viola da gamba player, added a seventh string on the bass viol.  A teacher of Marin Marais, he wrote more than 60 concertos for two viols and more than 170 pieces for the seven-string viol.",""
(5618) Saitama,"Named for the Japanese prefecture.",""
(2615) Saito,"",""
(8738) Saji,"Saji observatory, with its 1.03-m telescope, is situated on a hill overlooking Saji village.  Saji's 3200 residents constructed their observatory in 1994, and the village assembly adopted a rule of keeping the skies dark.",""
(31151) Sajichugaku,"Saji chugaku is a junior high school in Saji with an astronomical observatory.  It was established in 1947 and will close in 2013.",""
(14543) Sajigawasuiseki,"Sajigawa-suiseki is a type of special rock found in the Saji River, which runs through Saji Village.  Sajigawa-suiseki is popular and well known among Japanese and is favored for use in gardening, as well as in the making of specialty tray servers.",""
(114659) Sajnovics,"J&aacute;nos Sajnovics (1733-1785) was a Hungarian linguist and Jesuit.  He is best known for his pioneering work in comparative linguistics, particularly his systematic demonstratation of the relationship between Sami and Hungarian. Sajnovics was a pupil of the astronomer and mathematician Maximilian Hell.",""
(8115) Sakabe,"Named in honor of Sanjirou Sakabe (b. 1923), an amateur astronomer who studied under the late Issei Yamamoto.  Sakabe is the founder of the Dynic Astronomical Observatory, which contributes to the spread of astronomy in the surrounding area.","science:person;"
(22885) Sakaemura,"Sakaemura is a small mountainside village in Nagano prefecture, Japan. Adjacent to Niigata prefecture, Sakaemura is renowned for its heavy snowfalls. The village was heavily damaged during the 2011 earthquake.",""
(8882) Sakaetamura,"Sakae Tamura (b. 1911) founded Gekkan Tenmon Guide ("Monthly Astronomy Guide") in 1965 and served as its chief editor until 1971.  This magazine's circulation became the biggest of its kind in Japan. Earlier he was chief editor of Kodomo no Kagaku ("Children's Science"), a magazine that promoted science in general.",""
(10823) Sakaguchi,"Naoto Sakaguchi (b. 1962) is an amateur astronomer well known around Tokyo for his efforts in arranging astronomical events for the public.",""
(26829) Sakaihoikuen,"With a view to raising children in cooperation of their working parents, Kindergarten Sakaihoikuen of Musashino City, Tokyo, established in 1969, offers opportunities for children from two months to five years of age to develop while building warm relationships with other children through games and social activities.",""
(3995) Sakaino,"Named in honor of Teruo Sakaino (b. 1917), a glass and ceramics chemist, professor emeritus of the Tokyo Institute of Technology and of the Wuhan (China) University of Engineering, known for his research on amorphous materials.  In particular, he developed quantitative methods for estimating the quality of optical glass.  He is also an amateur astronomer and a former teacher of the discoverer at the T.I.T.","science:person;"
(14487) Sakaisakae,"Sakae Sakai (b. 1953) is a well-known amateur astronomer who owns three astronomical observatories in Iwate Prefecture.  He is particularly interested in astrophotography of comets.",""
(9851) Sakamoto,"Makoto Sakamoto (b. 1967) is a research fellow of the Nishi-Harima Astronomical Observatory.  He worked previously as an engineer at a telescope manufacturing firm from 1993 to 1995.  He was also well known as a youthful astronomy educator during his days as a university student.","science:person;"
(14006) Sakamotofumio,"Fumio Sakamoto (b. 1968) once worked as a planetarium volunteer and during observation meetings of the municipal science museum in Kitakyushu. He currently remains engaged in the spread of astronomy activities for children and local citizens.  He is a member of the Fukuoka Astronomical Society.",""
(5862) Sakanoue,"Named in honor of Tsutomu Sakanoue (b. 1921), professor emeritus of Kyushu University whose specialties included agricultural meteorology, countermeasures against meteorological disasters, medical meteorology and rainmaking.  An amateur astronomer with particular interests in atmospheric seeing, the green flash and shadow bands, he contributed to the popularization of astronomy as an advisor at several science museums.  He also served as vice president and president of the Oriental Astronomical Association.  Name proposed by the discoverer following a suggestion by S. Murayama, T. Sato and A. Fujii.","science:person;"
(91395) Sakanouenokumo,"Sakanoue no Kumo is a Japanese novel, written by Ryotaro Shiba between 1968 and 1972.  Based on the true story of three young men who lived in Matsuyama in the Meiji Period, this novel expresses the aspiration to western culture in Japan, which was en route to modernization.",""
(17101) Sakenova,"Saule Sakenova (b. 1985) was awarded fourth place in the 2003 Intel International Science and Engineering Fair for her earth and space sciences project.  She attends the Lycee #105, Almaty, Kazakhstan.","education:person;"
(1979) Sakharov,"Named in honor of Academician Andrej Dmitrievich Sakharov, distinguished physicist and mathematician -- and a courageous individual.",""
(3983) Sakiko,"",""
(6071) Sakitama,"Sakitama, a region of Gyoda city and from which Saitama prefecture takes its name, is known for its burial mounds, constructed from clay and rocks between the fourth and seventh centuries.",""
(10142) Sakka,"Kazuyuki Sakka (b. 1943), the director of the Kyoto School of Computer Science, studied spectroscopic properties of galaxies and emission nebulae.  He has also created software for astronomy education and popularization.",""
(64547) Saku,"In Saku City, JAXA operates the Usuda Deep Space Center equipped with a 64-m-diameter parabolic antenna, which has been used to communicate with Japanese solar system probes, such as the Halley's comet probes "Sakigake" and "Suisei", the asteroid probe "Hayabusa" and the lunar orbiter "Kaguya" amongst others.",""
(6809) Sakuma,"Named in honor of Seiichi Sakuma (b. 1929), a Japanese amateur astronomer and an eminent observer of variable stars since 1942.  Sakuma played the principal role in founding the Variable Star Observers League in Japan, publishing its Variable Star Bulletin and constructing its database of more than one million Japanese observations of some 4000 variable stars.  This database contains observations back to 1906 and includes more than 30 000 magnitude estimates by Sakuma.  Name proposed by H. Oishi, who made the principal identifications involving this minor planet.",""
(1166) Sakuntala,"",""
(11280) Sakurai,"Yukio Sakurai (b. 1953) is a local government official and an amateur astronomer in Japan.  Inspired by Kaoru Ikeya's activity, he began comet searches in 1969 and nova searches in 1987.  He has discovered several novae, including V4362 Sgr in 1994.",""
(10516) Sakurajima,"Mt. Sakurajima is a volcano located on the southern tip of Kyushu, Kagoshima prefecture, on the southwestern-most island of Japan. It is 1117 meters high and is extremely active at present. It is said that Mt. Sakurajima changes color seven times a day.",""
(35062) Sakuranosyou,"Sakuranosyou, meaning "Musashino Sakurano Elementary School", is located in Musashino city to the west of Tokyo.  This municipal school is surrounded by beautiful cherry trees.  This naming is on the occasion of the tenth anniversary of the school's founding.",""
(120347) Salacia,"Salacia is the Roman goddess of the calm and sunlit ocean.  At first afraid of Neptune's advances, she was convinced to agree to marriage by the dolphin Delphinus.",""
(12780) Salamony,"As creative director for Sky Publishing for 10 years, Sandra Noel Salamony (b. 1962) guided the overall look of publications such as Sky &amp; Telescope, Night Sky and Beautiful Universe.  Her talents and enthusiasm for the subject have helped bring the science and hobby of astronomy to the general public.",""
(4193) Salanave,"Originally a meteorologist, as first executive officer of the Astronomical Society of the Pacific and first editor of Mercury, Leon E. Salanave took steps to ensure that amateur astronomers felt a sense of "belonging" to an organization dominated by professionals.  The name was suggested by W. J. Westbrooke.",""
(5546) Salavat,"",""
(2918) Salazar,"",""
(1456) Saldanha,"Named for a newly-developed harbor on the southwest tip of South Africa.",""
(28572) Salebreton,"Stephen Adam Le Breton (b. 1995) is a finalist in the 2013 Intel Science Talent Search, a science competition for high-school seniors, for his medicine and health project.  He attends the Greenwich High School, Greenwich, Connecticut.","education:person;"
(20687) Saletore,"Yogesh Saletore (b. 1987) was awarded second place in the 2004 Intel International Science and Engineering Fair for his computer science project.  He attends the Olympia High School, Olympia, Washington, U.S.A.","education:person;"
(27094) Salgari,"Emilio Salgari, "King of Adventure" (1862-1911), writer of works that nourished the fantasy of many generations, was born in Verona and died in Torino. The father of Sandokan and Black Corsair, he wrote 82 novels and hundreds of short stories, translated into many languages all over the world.",""
(78125) Salimbeni,"Sara Salimbeni (b. 1977) obtained her degree in physics at "La Sapienza" University of Rome in 2003, with a thesis on the cosmological evolution of the deep field galaxy luminosity function. As a Ph.D. student at the University of Rome at Tor Vergata, she is continuing her studies of galaxies and structures evolution.",""
(8648) Salix,"Named for Salix, a genus belonging to the family Salicaceae.  Salix alba (white willow) is a small tree with long, thin leaves.  This fast-growing tree is used for windbreaks and screens.  Salix caprea (goat or pussy willow) is a fast-growing small tree with striking catkins in early spring.",""
(1715) Salli,"Named in honor of the wife of the discoverer.",""
(26243) Sallyfenska,"Sally Fenska mentored a finalist in the 2010 Intel Science Talent Search (STS), a science competition for high school seniors.  She teaches at the Miami High School, Miami, Oklahoma.","education:person;"
(29700) Salmon,"George Salmon (1819-1904) was a fellow in mathematics at Trinity College, Dublin, and later a professor of divinity. Besides doing research on algebraic curves and surfaces, he wrote a series of outstanding textbooks on geometry and higher algebra that were translated into many European languages.",""
(278591) Salo,"The city of Sal&ograve; is a historic town in northern Italy on the western bank of Lake Garda.","geographic:location;"
(562) Salome,"",""
(1436) Salonta,"Named for the birthplace of the discoverer.",""
(7603) Salopia,"",""
(11757) Salpeter,"Edwin E. Salpeter (b. 1924), born in Austria, educated in Australia and the U.K., has been at Cornell University since 1948.  A generalist, he worked with Hans Bethe in quantum electrodynamics and nuclear physics and is best known for the triple- \alpha  helium-burning reaction and for the initial mass function of stars.",""
(11315) Salpetriere,"Founded in Paris in 1862, "Salp&ecirc;tri&egrave;re Hospital" is a famous neurological clinic.  Thanks to the clinician Jean-Martin Charcot, the clinic became one of the greatest neurological centers of the time in Europe. In 1885 Sigmund Freud visited Charcot and became interested in the psychological origins of neurosis.",""
(15150) Salsa,"The San Antonio League of Sidewalk Astronomers, is an astronomy club whose passionate members are dedicated to sharing the night sky with everyone in a fun and friendly environment.",""
(36614) Saltis,"Saltis is a nickname for Saltsj&ouml;baden, where the Stockholm Observatory was located from 1931 to 2001. For employees the nickname became synonymous with the observatory building itself, where this minor planet was discovered.",""
(3044) Saltykov,"",""
(12789) Salvadoraguirre,"Salvador Aguirre (b. 1952) is an avid amateur astronomer from Hermosillo, Mexico.  He has conducted many observations of variable stars, asteroid occultations, meteors and comets.  He has also helped popularize and coordinate amateur astronomical research within Mexico.","science:person;"
(23318) Salvadorsanchez,"Salvador Sanchez is the founder and managing director of the Observatorio Astronomico de Mallorca.  His enthusiastic dedication to observational astronomy, especially to observing minor planets and comets, rekindled the interest and observations of these bodies in Spain after the death of astronomer J. Comas Sol&aacute;.",""
(1083) Salvia,"",""
(29672) Salvo,"After studies on supernovae at the University of Padua, Maria Elena Salvo (b. 1970) has recently started a program for supernova searches in the southern sky at the Australian National University in Canberra.",""
(6442) Salzburg,"",""
(22146) Samaan,"Fida Samaan mentored a finalist in the 2005 Discovery Channel Young Scientist Challenge (DCYSC), a middle school science competition.  She teaches at the Hunter's Creek Middle School, Orlando, Florida.","education:person;"
(19550) Samabates,"Samantha Lee Bates (b. 1990) is a finalist in the 2003 Discovery Channel Young Scientist Challenge, a middle school science competition, for her biochemistry, medicine, health and microbiology project. She attends the Notre Dame Elementary School, Belmont, California.","education:person;"
(12472) Samadhi,"Samadhi is the Sanskrit word for the mental state of unity of subject and object, characterized by the complete and ongoing absence of discrete thoughts.  Practised meditators, artists and athletes know this empty state as one of spontaneous and easy attention to the matter at hand.",""
(23798) Samagonzalez,"Samantha Gonzalez (b. 1992) is a finalist in the 2007 Discovery Channel Young Scientist Challenge (DCYSC), a middle school science competition, for her environmental sciences project.  She attends the St. Gregory the Great Catholic School, San Antonio, Texas.","education:person;"
(26660) Samahalpern,"Samantha Brooke Halpern (b. 1993) was awarded second place in the 2010 Intel International Science and Engineering Fair for her medicine and health-sciences project.  She attends the Roslyn High School, Roslyn Heights, New York, U.S.A.","education:person;"
(3147) Samantha,"",""
(27454) Samapaige,"Samantha Paige Rowland (b. 1997) is a finalist in the 2011 Broadcom MASTERS, a math and science competition for middle-school students, for her animal and plant sciences project.  She attends the Tippecanoe Middle School, Tipp City , Ohio.","education:person;"
(26922) Samara,"The 580-km Samara river, with its source in the foothills of the Urals, flows northwest and joins the Volga at the city of Samara.",""
(12871) Samarasinha,"Beginning with his demonstration of the excited rotational state of 1P/Halley, Nalin H. Samarasinha (b. 1958), of the National Optical Astronomy Observatories, Tucson, has carried out many studies of the dynamical evolution of cometary nuclei and the related dynamical processes of dust in cometary comae.",""
(26656) Samarenae,"Samantha Renae Prabakaran (b. 1996) was awarded second place in the 2010 Intel International Science and Engineering Fair for her medicine and health-sciences project.  She attends the Fort Myers High School, Fort Myers, Florida, U.S.A.","education:person;"
(210271) Samarkand,"Samarkand is an ancient city most noted for its central position on the Silk Road.  In the Middle Ages it was an important Islamic center for scholarly study, architecture and art.  During the reign of Ulugh Beg (1394-1449) it became a world famous astronomical center.",""
(28433) Samarquez,"Samantha Marie Marquez (b. 1995) was awarded best of category and first place in the 2011 Intel International Science and Engineering Fair for her materials and bioengineering project.  She attends the Maggie L. Walker Governor's School, Richmond, Virginia, U.S.A.","education:person;"
(21736) Samaschneid,"Samantha Leigh Schneider (b. 1986) was awarded second place in the 2005 Intel International Science and Engineering Fair for her biochemistry project.  She attends the Jericho Senior High School, Jericho, New York, U.S.A.","education:person;"
(4016) Sambre,"",""
(4784) Samcarin,"Samcarin is the Sanskrit word for wanderer.  Name suggested by the SGAC Name An Asteroid Campaign.",""
(9126) Samcoulson,"Samuel Harold Coulson (b. 1998) is a finalist in the 2012 Broadcom MASTERS, a math and science competition for middle-school students, for his earth and space sciences project.  He attends the West Platte Junior High Scoool, Weston, Missouri.","education:person;"
(20591) Sameergupta,"Sameer Gupta (b. 1988) was awarded second place in the 2004 Intel International Science and Engineering Fair for his behavioral and social sciences team project.  He attends the Central High School, Macon, Georgia, U.S.A.","education:person;"
(16211) Samirsur,"Named in honor of Samir Sur for achievement as a finalist in the 2002 Intel Science Talent Search, a science competition for high school seniors. Samir is a student at the Roxbury Latin School, West Roxbury, Massachusetts.","education:person;"
(2624) Samitchell,"",""
